timestamp,index,type,severity,actual_label
2026-04-13 21:34:35.374379,8962,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374387,8968,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374399,8990,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374406,8995,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374415,9008,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374422,9012,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374430,9018,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374436,9022,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374443,9025,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374451,9033,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374463,9052,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374472,9065,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374480,9074,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374488,9082,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374499,9101,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374506,9107,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374512,9109,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374544,9151,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374552,9158,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374571,9201,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374577,9203,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374584,9206,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374591,9211,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374624,9241,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374632,9243,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374638,9244,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374649,9252,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374656,9257,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374672,9291,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374680,9300,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374687,9304,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374700,9318,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374708,9326,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374715,9327,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374721,9332,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374726,9333,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374735,9345,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374741,9348,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374748,9352,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374767,9397,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374779,9417,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374788,9430,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374799,9451,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374810,9465,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374825,9501,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374833,9511,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374847,9563,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374858,9600,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374863,9608,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374867,9612,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374873,9626,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374878,9634,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374883,9642,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374891,9662,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374897,9677,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374901,9678,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374912,9715,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374918,9728,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374922,9731,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374928,9740,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374932,9744,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374935,9747,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374940,9749,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374944,9752,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374951,9766,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374959,9788,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374967,9810,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374976,9841,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374980,9843,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374986,9852,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.374993,9860,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375000,9876,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375004,9881,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375009,9888,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375013,9892,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375019,9905,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375024,9911,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375028,9916,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375032,9921,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375041,9946,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375046,9955,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375050,9957,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375057,9974,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375062,9982,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375065,9984,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375069,9988,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375073,9991,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375082,10019,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375086,10020,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375093,10042,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375097,10043,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375103,10048,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375106,10049,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375112,10064,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375120,10083,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375126,10093,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375131,10104,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375137,10111,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375141,10116,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375146,10125,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375150,10129,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375156,10140,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375161,10148,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375165,10152,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375168,10155,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375173,10162,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375178,10170,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375185,10188,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375192,10200,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375197,10210,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375201,10211,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375204,10212,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375218,10267,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375222,10268,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375226,10272,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375229,10273,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375233,10274,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375250,10346,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375255,10355,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375260,10363,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375264,10366,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375272,10393,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375276,10396,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375280,10397,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375286,10411,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375292,10423,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375299,10432,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375304,10435,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375310,10447,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375314,10449,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375319,10460,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375328,10486,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375331,10489,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375346,10533,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375355,10541,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375361,10543,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375366,10547,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375370,10553,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375375,10556,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375383,10581,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375388,10585,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375399,10625,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375406,10642,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375413,10643,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375417,10649,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375424,10665,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375431,10684,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375436,10691,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375440,10696,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375444,10701,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375452,10725,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375458,10735,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375462,10740,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375471,10772,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375478,10782,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375482,10786,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375487,10794,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375492,10799,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375498,10808,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375504,10822,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375512,10846,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375526,10862,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375536,10893,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375541,10901,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375546,10910,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375551,10918,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375558,10925,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375562,10927,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375566,10929,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375569,10932,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375573,10933,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375577,10938,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375586,10952,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375589,10953,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375593,10956,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375601,10979,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375606,10989,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375609,10990,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375614,10996,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375618,11000,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375622,11002,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375626,11007,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375629,11009,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375633,11013,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375637,11017,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375644,11036,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375650,11048,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375653,11049,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375658,11055,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375662,11056,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375666,11059,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375670,11061,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375678,11087,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375688,11095,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375691,11096,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375695,11100,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375700,11107,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375707,11124,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375710,11126,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375714,11127,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375722,11147,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375730,11153,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375735,11155,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375745,11170,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375763,11180,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375768,11185,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375772,11189,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375775,11191,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375779,11193,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375783,11197,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375789,11210,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375793,11212,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375796,11213,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375801,11223,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375807,11233,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375811,11239,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375815,11242,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375819,11244,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375826,11263,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375830,11267,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375836,11280,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375848,11300,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375853,11307,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375857,11308,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375861,11312,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375867,11318,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375876,11346,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375881,11352,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375885,11354,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375894,11383,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375897,11384,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375901,11386,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375905,11391,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375918,11400,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375922,11402,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375927,11408,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375936,11437,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375941,11449,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375957,11454,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375962,11458,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375969,11478,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375979,11508,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375983,11511,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.375987,11516,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376000,11537,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376015,11561,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376020,11562,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376024,11567,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376032,11574,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376037,11575,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376059,11621,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376062,11622,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376068,11625,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376073,11631,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376077,11634,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376081,11635,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376084,11637,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376088,11638,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376093,11648,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376097,11650,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376100,11652,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376105,11655,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376109,11656,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376113,11660,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376116,11662,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376120,11666,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376124,11667,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376131,11686,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376136,11694,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376141,11701,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376146,11710,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376150,11714,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376156,11717,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376167,11732,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376175,11749,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376183,11762,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376189,11778,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376194,11781,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376197,11783,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376203,11796,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376207,11799,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376211,11804,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376218,11809,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376223,11817,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376227,11823,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376232,11826,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376237,11834,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376240,11835,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376251,11860,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376258,11879,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376262,11881,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376265,11883,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376269,11887,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376274,11892,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376281,11907,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376285,11912,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376293,11920,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376303,11934,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376308,11937,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376311,11938,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376314,11940,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376323,11967,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376328,11979,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376339,11998,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376347,12024,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376356,12054,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376360,12056,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376366,12068,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376371,12069,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376374,12071,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376381,12090,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376385,12092,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376393,12116,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376396,12117,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376401,12126,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376410,12152,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376416,12159,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376426,12197,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376433,12208,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376443,12244,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376447,12248,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376451,12252,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376456,12259,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376459,12260,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376471,12280,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376474,12281,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376478,12286,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376483,12294,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376489,12307,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376496,12328,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376500,12332,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376504,12336,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376510,12352,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376513,12353,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376517,12354,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376520,12356,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376524,12362,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376532,12384,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376536,12388,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376539,12390,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376543,12392,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376547,12395,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376552,12404,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376556,12413,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376565,12440,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376569,12442,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376575,12457,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376584,12484,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376590,12493,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376594,12496,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376599,12507,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376604,12513,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376610,12521,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376616,12531,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376622,12540,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376625,12541,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376630,12549,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376646,12550,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376650,12554,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376654,12557,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376658,12560,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376662,12566,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376666,12569,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376672,12585,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376677,12591,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376682,12601,ANOMALY DETECTED,HIGH,0
2026-04-13 21:34:35.376685,12602,ANOMALY DETECTED,HIGH,0
